name,address,website,source_url,extracted_date
Eric Firestone Gallery | New York,40 Great Jones Street,http://ericfirestonegallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Eric Firestone: The Loft | New York,"4 Great Jones Street, 3rd Floor",http://ericfirestonegallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Essex Flowers,19 Monroe Street,http://essexflowers.us,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Established Gallery,75 6th Avenue,http://establishedgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Ethan Cohen Gallery | 225 W 17th St,225 West 17th Street,http://ecfa.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Ethan Cohen Gallery | 251 W 19th St,251 West 19th Street,http://ecfa.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
EUROPA,"125 Division Street, 2nd Fl.",http://europa.nyc,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Eyebeam,185 Wythe Avenue Office F1,http://eyebeam.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Falcon,111 Broadway,http://falconnyc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Faurschou New York,148 Green Street,http://faurschou.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Fergus McCaffrey | New York,514 West 26th Street,http://fergusmccaffrey.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Field of Play,126 13th Street,http://fieldofplaybk.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Findlay Galleries | New York,"32 East 57th Street, 2nd Floor",http://findlaygalleries.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
First Street Green Art Park,33 East 1st Street,http://firststreetgreenpark.org/,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
FiveMyles,558 St. Johns Place,http://fivemyles.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Flow Space Gallery,"526 W 26th Street, #807",http://flowspacegallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Flux Factory | 29th Street,39-31 29th Street,http://fluxfactory.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Flux Factory | Governors Island,"404A Colonels Row, Governors Island",http://fluxfactory.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Foreign & Domestic,24 Rutgers Street,http://foreigndomestic.io,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Fort Gansevoort,5 9th Avenue,http://fortgansevoort.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Fountain House Gallery,702 9th Avenue,http://fountainhousegallery.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
François Ghebaly | New York,391 Grand Street,http://ghebaly.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Fredericks & Freiser,536 West 24th Street,http://fredericksfreisergallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Fremin Gallery,520 West 23rd Street,http://fremingallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
French Institute Alliance Française (FIAF),22 East 60th Street,http://fiaf.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Friedman Benda | New York,515 West 26th Street,http://friedmanbenda.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Friedrichs Pontone,273 Church Street,http://friedrichspontone.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Fu Qiumeng Fine Art,"65 East 80th Street, Ground Floor",http://fuqiumeng.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gaa,4 Cortlandt Alley,http://gaa-gallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gagosian | 555 West 24th Street,555 West 24th Street,http://gagosian.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gagosian | 976 Madison Avenue,976 Madison Avenue,http://gagosian.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gagosian | 980 Madison Avenue,980 Madison Avenue,http://gagosian.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gagosian | Park & 75,821 Park Avenue,http://gagosian.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gala Art Center,15-08 121st St,http://galaartcenter.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galería Azur | New York,157 Bowery,http://galeriaazur.art/us,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Carole Kvasnevski,"526 W 26th Street, Suite 305 A, 3rd Fl.",http://galeriecarolekvasnevski.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Fleiss-Vallois,"1018 Madison Avenue, 5th & 6th Fl.",http://fleiss-vallois.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Gmurzynska | New York,"595 Madison Avenue, 6th Floor",http://gmurzynska.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Ground,80 Richards Street,http://galerieground.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Khoshbakht,136 Orchard Street,http://khoshbakht.de,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie RX | New York,522 West 19th Street,http://galerierx.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Sardine | New York,61 Lispenard Street,http://galeriesardine.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Shibumi,"261 W 35th Street, 14th Fl.",http://galerieshibumi.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Timonier,"246 West Broadway, 2nd Floor",http://galerie-timonier.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Galerie Yeche Lange,"11 Broadway, Suite #1530",http://yl.baby,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gallatin Galleries,1 Washington Place,http://wp.nyu.edu/gallatingalleries,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gallery 456 | Chinese American Arts Council (CAAC),"456 Broadway, 3rd Floor",http://caacarts.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gallery 71,974 Lexington Avenue,http://gallery71.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gallery Chang,150 West 55th Street,http://artgallerychang.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gallery Hyundai New York Project Space,"529 W 20th Street, #6E",http://galleryhyundai.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
gallery onetwentyeight,128 Rivington Street,http://galleryonetwentyeight.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gallery Wave,1031 2nd Avenue,http://wave.gallery60nyc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gallery517,517 West 29th Street,http://517west29th.com/gallery-517,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gandt,"31-45 37th Street, #G",http://gandtmedia.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Garvey|Simon New York at DFN Projects,"41 East 57th Street, 11th Fl.",http://garveysimon.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
GEMS,2 East Broadway,http://gemsss.nyc,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
George Billis Gallery | New York,122 Norfolk Street,http://georgebillis.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Georges Bergès Gallery,462 West Broadway,http://bergesgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gern en Regalia,"105 Henry Street, #5 Basement Level",http://gernenregalia.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gitterman Gallery,"3 East 66th Street, #1B",http://gittermangallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gladstone Gallery | West 21st St,530 West 21st Street,http://gladstonegallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
GLORIA'S,5 Eldridge Street,http://gloriasprojectspace.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Goethe-Institut New York,30 Irving Place,http://goethe.de/ins/us/en/sta/ney/ver.cfm,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
GOLESTANI | New York,19 Pike Street,http://golestani.gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Good Naked Gallery,252 Java Street,http://goodnakedgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Goodman Gallery | New York,"23 East 67th Street, Suite #2",http://goodman-gallery.com/exhibitions/location/245,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gordon Gallery | New York,139 Norfolk Street,http://gordongallery.co.il,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gordon Robichaux,"41 Union Square West, Suite #925 & #907",http://gordonrobichaux.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gratin,"291 Grand Street, 2nd Floor",http://gratin.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gratin | White St.,15 White Street,http://gratin.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Great Hall | NYU Institute of Fine Arts,"1 East 78th Street, The James B. Duke House",http://ifa.nyu.edu/events/great-hall-exhibitions.htm,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Grey Art Museum | New York University (NYU),"18 Cooper Square, New York University",http://greyartgallery.nyu.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Guest Gallery,Crown Heights,http://guestgallery.art,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Guild Gallery,321 Canal Street,http://rwguildgalleryny.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Guy Hepner,"521 W 26th Street, 5th Floor",http://guyhepner.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Gypsum Gallery | New York,4.5 Cortlandt Alley,http://gypsumgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
HAIR+NAILS | New York,39 Henry Street,http://hairandnailsart.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Halcyon | New York,413 West Broadway,http://halcyongallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hales Gallery | New York,547 W 20th Street,http://halesgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Halsey McKay | Brooklyn,60 Greenpoint Avenue,http://halseymckay.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hannah Traore Gallery,150 Orchard Street,http://hannahtraoregallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hardware Gallery,154 Chambers Street,http://juliekeyesart.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Harper's | Chelsea 512,512 West 22nd Street,http://harpersgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Harper's | Chelsea 534,534 West 22nd Street,http://harpersgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Harper's Apartment,"51 East 74th Street, Buzzer #2X",http://harpersgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
hatred 2,"576 3rd Avenue, #2L",http://hatred2.github.io,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
haul gallery,"24 15th Street, Unit #207",http://haul.gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hauser & Wirth | 18th Street,443 West 18th Street,http://hauserwirth.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hauser & Wirth | 542 West 22nd Street,542 West 22nd Street,http://hauserwirth.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hauser & Wirth | East 69th Street,32 East 69th Street,http://hauserwirth.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hauser & Wirth | Wooster Street,134 Wooster Street,http://hauserwirth.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Heft Gallery,300 Broome Street,http://heftgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Heller Gallery,303 10th Avenue,http://hellergallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Helm Contemporary,"132 Bowery, 3rd Floor",http://helmcontemporary.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Helwaser Gallery,"833 Madison Avenue, 3rd Floor",http://helwasergallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Henrique Faria Fine Art,"35 East 67th Street, 4th Floor",http://henriquefaria.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
High Line Nine,Entrances at 507 West 27th St and 508 West 28th St,http://highlinenine.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
High Noon,68 Reade Street,http://highnoongallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Higher Pictures,"45 Main Street, #723",http://higherpicturesgeneration.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hoffman Donahue | New York,"99 Bowery, 2nd Floor",http://hoffmandonahue.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hoffman Maler Wallenberg | New York,"88 Eldridge Street, 5th Floor",http://hoffmannmalerwallenberg.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hostler Burrows | New York,35 East 10th Street,http://hostlerburrows.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Howl! Happening,6 East 1st Street,http://howlarts.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hunter College Art Galleries,695 Park Avenue,http://huntercollegeartgalleries.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hunter Dunbar Projects,524 West 24th Street,http://hunterdunbarprojects.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Hunter East Harlem Gallery,"2180 3rd Avenue, The Silberman School of Social Work",http://huntereastharlemgallery.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
"I.C Editions, Inc. | Susan Inglett",522 West 24th Street,http://iceditions.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
icebox4,"53 S 11th Street, #4A",http://icebox4.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
ILY2 NYC,35 Saint James Place,http://ily2online.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
In The Gallery at Brooklyn Metal Works,640 Dean Street,http://bkmetalworks.com/gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Incubator | New York,"291 Grand Street, 4th Fl.",http://incubatorart.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Instituto Cervantes | New York,211 E 49th Street,http://nyork.cervantes.es,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Instituto de Visión New York,"88 Eldridge Street, 5th Floor",http://institutodevision.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Interference Archive,314 7th Street,http://interferencearchive.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
International Objects,53 Scott Avenue,http://objects.international,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
International Waters,262 Meserole Street,http://internationalwaters.international,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
IRL Gallery,"86 Walker Street, Floor 2",http://irl-nyc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Isabel Sullivan Gallery | Tribeca,39 Lispenard Street,http://is.gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
ISSUE Project Room,22 Boerum Place,http://issueprojectroom.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jack Barrett,87 Franklin Street,http://jackbarrettgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jack Shainman Gallery | 346 Broadway,346 Broadway,http://jackshainman.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jacqueline Sullivan Gallery,"52 Walker Street, 4th Floor",http://jacquelinesullivangallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jamaica Center for Arts and Learning (JCAL),161-04 Jamaica Avenue,http://jcal.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jason Jacques Gallery,29 East 73rd Street,http://jasonjacques.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jason McCoy Gallery,41 East 57th Street 11th Floor,http://www.jasonmccoyinc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
JDJ,"370 Broadway, 2nd Floor",http://jdj.world,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jeffrey Stark,"88 East Broadway, #B11 (basement level)",http://jeffreystark.nyc,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jenkins Johnson Gallery,207 Ocean Avenue,http://jenkinsjohnsongallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jennifer Baahng Gallery,790 Madison Avenue,http://baahng.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jenny's | New York,"114 Greene Street, 2nd Floor",http://jennys.us,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jill Newhouse Gallery,4 East 81st Street,http://jillnewhouse.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Jim Kempner Fine Art,501 West 23rd Street,http://jimkempnerfineart.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
John Molloy Gallery,49 East 78th Street Suite 2B,http://johnmolloygallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Judson Memorial Church,55 Washington Square South,http://judson.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Judy's Death | New York,Email for address,http://judysdeath.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Julia Seabrook Gallery,660 Franklin Avenue,http://juliaseabrookgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
June Kelly Gallery,"166 Mercer Street, #3C, 3rd Floor",http://junekellygallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kahan Gallery,"922 Madison Ave, 2nd Fl.",http://kahangallery.net,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
KALINER | New York,42 Allen Street,http://kalinergallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
KAPOW,23 Monroe Street,http://kapowgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kapp Kapp | New York,"86 Walker Street, 4th Floor",http://kappkapp.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kate Oh Gallery,31 E 72nd Street,http://kateohgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kates-Ferri Projects,561 & 563 Grand Street,http://katesferriprojects.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kathryn Markel Fine Arts | 179 10th Ave,179 10th Avenue,http://markelfinearts.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
KB NY,Inquire for address at kb.bkny@gmail.com or @kb.bkny,http://kbny.net,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kentler International Drawing Space,353 Van Brunt Street,http://kentlergallery.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kerry Schuss Gallery,73 Leonard Street,http://kerryschussgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kevin Kramer Gallery,"121 West 27th Street, #702",http://kevinkramergallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
King's Leap,"105 Henry Street, Store 4 & 5",http://kingsleapprojects.net,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Klompching Gallery,89 Water Street,http://https://www.klompching.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Korean Cultural Center New York (KCCNY),122 East 32nd Street,http://koreanculture.org,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kravets Wehby Gallery,"521 West 21st Street, Ground Floor",http://kravetswehbygallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kristen Lorello,"23 East 73rd Street, 5th Floor",http://kristenlorello.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
KUNSTRAUM,"20 Grand Avenue, #509",http://kunstraumllc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Kunstraum LLC,"20 Grand Avenue, #509",http://kunstraumllc.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
kurimanzutto | New York,516 West 20th Street,http://kurimanzutto.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
L. Parker Stephenson Photographs,764 Madison Avenue,http://lparkerstephenson.nyc,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
L'Space Gallery,524 West 19th Street,http://lspacegallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Last Days Gallery,"11 East 80th Street, 4th Fl.",http://lastdaysgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
LatchKey Gallery,173 Henry Street,http://latchkey-gallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Latinx Project,20 Cooper Square,http://latinxproject.nyu.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Laurel Gitlen,Bedford Stuyvesant (DM for address),http://laurelgitlen.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
LAZO | The Loisaida Center,"710 East 9th Street, The Loisaida Center",http://openlazo.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Le Petit Versailles Community Garden,247 East 2nd Street / 346 East Houston Street,http://facebook.com/PetitVersaillesNYC/,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Leila Greiche LLC,Private address,http://leilagreiche.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lenfest Center for the Arts | Columbia University School of the Arts,615 West 129th Street,http://lenfest.arts.columbia.edu,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Leo Koenig Inc.,"958 Madison Avenue, Floor 3",http://leokoenig.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Leon Tovar Gallery,26 East 64th Street,http://leontovargallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Leslie Feely,1044 Madison Avenue,http://lesliefeely.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Leslie Tonkonow Artworks + Projects,"401 Broadway, Suite #411",http://tonkonow.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lever House Art Collection,390 Park Avenue,http://leverhouseartcollection.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lévy Gorvy Dayan | New York,19 East 64th Street,http://levygorvydayan.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Library180,"180 Maiden Lane, Floor 26",http://library180.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lincoln Glenn | Upper East Side,"17 East 67th Street, Suite #1A",http://lincolnglenn.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lisson Gallery | 504 West 24th Street | New York,504 West 24th Street,http://lissongallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lisson Gallery | 508 West 24th Street | New York,508 West 24th Street,http://lissongallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Liu Shiming Art Foundation,"15 East 40th Street, 5th Fl.",http://lsmartfund.org/gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Living Skin,9 Monroe St.,http://livingskin.space,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lobster Club,48 Hester Street,http://lobster-club.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lohaus Sominsky | New York,62 White Street,http://lohaussominsky.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
LOMEX,"86 Walker, 3rd Floor | 89 Walker, #2R",http://lomex.gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Long Story Short | New York,52 Henry Street,http://lss.gallery/cities/new-york,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Long-Sharp Gallery Project Space,"24 West 57th Street, Suite #606",http://longsharpgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Longwood Art Gallery | Hostos Community College,"450 Grand Concourse, Room C190, Hostos Community College",http://bronxarts.org/programs/connector/longwood-art-project/longwood-art-gallery,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Loretta Howard Gallery,521 West 26th Street,http://lorettahoward.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Lorimoto,16-23 Hancock Street,http://lorimoto.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
Louis K. Meisel Gallery,"141 Prince Street, Ground Floor",http://meiselgallery.com,https://artguide.artforum.com/artguide/place/new-york?category=galleries&show=all,2026-08-07
